,KeggID,Description
6829,gn:T06866,pshq; Pseudopuniceibacterium antarcticum HQ09
6830,gn:T06867,copr; Coprobacter secundus subsp. similis 2CBH44
6831,gn:T06868,fit; Faecalibacillus intestinalis 14EGH31
6832,gn:T06869,ccas; Kaistella carnis G0081
6833,gn:T06870,lfn; Limosilactobacillus frumenti LF145
6834,gn:T06871,ftj; Frigoriglobus tundricola PL17
6835,gn:T06872,eff; Effusibacillus dendaii skT53
6836,gn:T06873,civ; Cruoricaptor ignavus M1214
6837,gn:T06874,vij; Viridibacillus sp. JNUCC-6
6838,gn:T06875,fak; Flavobacterium alkalisoli XS-5
6839,gn:T06876,wdi; Weissella diestrammenae KACC 16890
6840,gn:T06877,trc; Treponema rectale CHPA
6841,gn:T06878,halt; Ruania alkalisoli RN3S43
6842,gn:T06879,trg; Talaromyces rugulosus W13939
6843,gn:T06880,slut; Sphingomonas lutea KCTC 23642
6844,gn:T06881,kas; Kluyvera ascorbata TP1631
6845,gn:T06882,kvr; Kocuria varians 80
6846,gn:T06883,wik; Nanchangia anserum C64
6847,gn:T06884,aia; Anaerobacillus isosaccharinicus NB2006
6848,gn:T06885,eva; Epilithonimonas vandammei H6466
6849,gn:T06886,cant; Kaistella antarctica NCTC13489
6850,gn:T06887,mmor; Mycolicibacterium moriokaense JCM 6375
6851,gn:T06888,mnu; Mesomycoplasma neurolyticum NCTC10166
6852,gn:T06889,snk; Streptomyces nitrosporeus ATCC 12769
6853,gn:T06890,poj; Pseudomonas otitidis MrB4
6854,gn:T06891,adz; Arcobacter defluvii LMG 25694
6855,gn:T06892,splr; Streptococcus pluranimalium TH11417
6856,gn:T06893,crl; Corynebacterium renale NCTC7448
6857,gn:T06894,mfx; Mycolicibacterium fallax JCM 6405
6858,gn:T06895,pfer; Paludibaculum fermentans P105
6859,gn:T06896,mfb; Myxococcus fulvus 124B02
6860,gn:T06897,kpse; Kosakonia pseudosacchari BDA62-3
6861,gn:T06898,barh; Bradyrhizobium arachidis CCBAU 051107
6862,gn:T06899,acai; Anoxybacillus caldiproteolyticus U458
6863,gn:T06900,lnn; Paucilactobacillus nenjiangensis SH-Y15
6864,gn:T06901,lsua; Levilactobacillus suantsaii CBA3634
6865,gn:T06902,mard; Marinomonas arctica BSI20414
6866,gn:T06903,maic; Mycolicibacterium aichiense JCM 6376
6867,gn:T06904,kia; Kinneretia sp. DAIF2
6868,gn:T06905,schi; Spiroplasma chinense CCH
6869,gn:T06906,lhs; Lactobacillus helsingborgensis ESL0183
6870,gn:T06907,nani; Neisseria animaloris NCTC12227
6871,gn:T06908,salw; Streptomyces alboniger ATCC 12461
6872,gn:T06909,carm; Campylobacter armoricus CCUG 73571
6873,gn:T06910,thel; Infirmifilum lucidum 3507LT
6874,gn:T06911,sthm; Schlegelella thermodepolymerans DSM 15344
6875,gn:T06912,strg; Streptococcus troglodytae TKU 31
6876,gn:T06913,mstr; Mycoplasma struthionis 237IA
6877,gn:T06914,atq; Actinomarinicola tropica SCSIO 58843
6878,gn:T06915,meap; Methylacidimicrobium sp. AP8
6879,gn:T06916,mphi; Mycoplasmopsis phocirhinis 852 (Mycoplasma phocirhinis 852)
6880,gn:T06917,shaw; Streptomyces hawaiiensis ATCC 12236
6881,gn:T06918,sule; Sulfolobus sp. E5-1-F
6882,gn:T06919,poz; Pontivivens ytuae MT2928
6883,gn:T06920,kda; Kaistella daneshvariae H3001
6884,gn:T06921,saes; Shewanella aestuarii PN3F2
6885,gn:T06922,pbac; Paenibacillus barcinonensis KACC11450
6886,gn:T06923,cmuc; Campylobacter mucosalis ATCC 43264
6887,gn:T06924,blen; Lederbergia lenta NCTC4824
6888,gn:T06925,ccho; Corynebacterium choanae 200CH
6889,gn:T06926,mnm; Mycobacterium novum JCM 6391
6890,gn:T06927,srk; Streptomyces rectiverticillatus B15-08
6891,gn:T06928,bmob; Bacillus mobilis ML-A2C4
6892,gn:T06929,sfic; Streptomyces ficellus NRRL 8067
6893,gn:T06930,rama; Rothia amarae KJZ-9
6894,gn:T06931,"psup; Candidatus Pinguicoccus supinus KKR18_Esm, endosymbiont of Euplotes vanleeuwenhoeki"
6895,gn:T06932,sgal; Streptomyces galilaeus ATCC 14969
6896,gn:T06933,mij; Mycolicibacterium insubricum JCM 16366
6897,gn:T06934,pgg; Pseudomonas graminis PgKB30
6898,gn:T06935,sarj; Sarcina sp. JB2
6899,gn:T06936,mgor; Mycobacterium gordonae 24T
6900,gn:T06937,sspo; Streptomyces spongiicola HNM0071
6901,gn:T06938,spic; Staphylococcus piscifermentans NCTC13836
6902,gn:T06939,cpre; Corynebacterium provencense 17KM38
6903,gn:T06940,mri; Maioricimonas rarisocia Mal4
6904,gn:T06941,rol; Rosistilla oblonga CA51
6905,gn:T06942,flt; Candidatus Fermentimicrarchaeum limneticum Sv326
6906,gn:T06943,palw; Pseudooceanicola algae Lw-13e
6907,gn:T06944,sdyn; Symmachiella dynata Mal52
6908,gn:T06945,plon; Polystyrenella longa Pla110
6909,gn:T06946,msag; Micromonospora sagamiensis JCM 3310
6910,gn:T06947,ssh; Staphylococcus schweitzeri NCTC13712
6911,gn:T06948,ahel; Aureliella helgolandensis Q31a
6912,gn:T06949,lcre; Lignipirellula cremea Pla85_3_4
6913,gn:T06950,htt; Halomonas titanicae SOB56
6914,gn:T06951,beu; Bifidobacterium eulemuris DSM 100216
6915,gn:T06952,amuc; Aeoliella mucimassa Pan181
6916,gn:T06953,pnd; Pirellulimonas nuda Pla175
6917,gn:T06954,lpop; Lonsdalea populi N-5-1
6918,gn:T06955,ssim; Staphylococcus simiae NCTC13838
6919,gn:T06956,cfer; Clostridium fermenticellae JN500901
6920,gn:T06957,mcra; Micromonospora craniellae LHW63014
6921,gn:T06958,ver; Verrucosispora sp. NA02020
6922,gn:T06959,hlt; Halosimplex litoreum YGH94
6923,gn:T06960,svr; Streptomyces viridifaciens ATCC 11989
6924,gn:T06961,malv; Mycolicibacterium alvei JCM 12272
6925,gn:T06962,ntg; Candidatus Nitrosacidococcus tergens NSCAC1
6926,gn:T06963,fvg; Fannyhessea vaginae FDAARGOS_934
6927,gn:T06964,spad; Streptomyces paludis GSSD-12
6928,gn:T06965,xth; Xanthomonas theicola CFBP 4691
6929,gn:T06966,jea; Jeotgalicoccus sp. ATCC 8456
6930,gn:T06967,dog; Desulfobulbus oligotrophicus Prop6
6931,gn:T06968,bvz; Bradyrhizobium vignae ORS3257
6932,gn:T06969,vaq; Vibrio aquimaris THAF100
6933,gn:T06970,hrs; Hymenobacter sp. BT18 (Hymenobacter russus BT18)
6934,gn:T06971,ppaf; Pelagovum pacificum SM1903
6935,gn:T06972,vnk; Veillonella nakazawae T1-7
6936,gn:T06973,bcau; Brevibacterium casei FDAARGOS_902
6937,gn:T06974,dla; Delftia lacustris FDAARGOS_890
6938,gn:T06975,tla; Tessaracoccus lapidicaptus TLA_E
6939,gn:T06976,zmk; Zygotorulaspora mrakii NRRL Y-6702
6940,gn:T06977,rkr; Rothia kristinae FDAARGOS_864
6941,gn:T06978,ait; Alistipes indistinctus 2BBH45
6942,gn:T06979,kha; Novacetimonas hansenii C110
6943,gn:T06980,proe; Pedobacter roseus KACC 11594
6944,gn:T06981,tgb; Torulaspora globosa CBS764
6945,gn:T06982,bda; Bacillus dafuensis FJAT-25496
6946,gn:T06983,prz; Paenibacillus rhizovicinus 14171R-81
6947,gn:T06984,nbc; Neisseria bacilliformis DSM 23338
6948,gn:T06985,sbar; Sphingobium fuliginis KK22
6949,gn:T06986,sfy; Streptomyces fagopyri QMT-28
6950,gn:T06987,mty; Mycolicibacterium tokaiense JCM 6373
6951,gn:T06988,ppsh; Pseudomonas psychrophila KM02
6952,gn:T06989,alj; Acinetobacter lanii 185
6953,gn:T06990,uru; Usitatibacter rugosus 0125_3
6954,gn:T06991,wvr; Weissella viridescens NJ100
6955,gn:T06992,ajp; Amphritea japonica ATCC BAA-1530
6956,gn:T06993,thyd; Thermotomaculum hydrothermale AC55
6957,gn:T06994,pgy; Pseudomonas glycinae MS586
6958,gn:T06995,upl; Usitatibacter palustris Swamp67
6959,gn:T06996,pcor; Poriferisphaera corsica KS4
6960,gn:T06997,tec; Thioclava electrotropha Elox9
6961,gn:T06998,kai; Kaistia sp. 32K
6962,gn:T06999,sste; Mammaliicoccus stepanovicii NCTC13839
6963,gn:T07000,nano; Nocardioides anomalus HKS04
6964,gn:T07001,ned; Nostoc edaphicum CCNP1411
6965,gn:T07002,bnn; Brettanomyces nanus CBS 1945
6966,gn:T07003,mnn; Moraxella nonliquefaciens FDAARGOS_869
6967,gn:T07004,nmes; Nocardioides mesophilus KACC 16243
6968,gn:T07005,bmat; Borrelia maritima CA690
6969,gn:T07006,gbn; Citrifermentans bremense R4
6970,gn:T07007,csur; Corynebacterium suranareeae N24
6971,gn:T07008,mpsc; Mycolicibacterium psychrotolerans JCM 13323
6972,gn:T07009,rii; Rhizobium indicum JKLM12A2
6973,gn:T07010,sgf; Streptomyces griseofuscus DSM 40191
6974,gn:T07011,saqu; Streptomyces aquilus GGCR-6
6975,gn:T07012,cpso; Corynebacterium pseudopelargi 812CH
6976,gn:T07013,plyc; Paenibacillus lycopersici 12200R-189
6977,gn:T07014,srhi; Sphingomonas rhizophila KACC 19189
6978,gn:T07015,csho; Campylobacter showae ATCC 51146
6979,gn:T07016,nli; Candidatus Nitronauta litoralis EB
6980,gn:T07017,aus; Austwickia sp. Fred_18-Q3-R57-64_BATAC.85v2
6981,gn:T07018,agx; Agreia sp. COWG
6982,gn:T07019,thip; Thiohalocapsa sp. PB-PSB1 PB-PSB1-LS01-2011a
6983,gn:T07020,skt; Skermanella sp. TT6
6984,gn:T07021,mlen; Mammaliicoccus lentus H29
6985,gn:T07022,lpon; Limosilactobacillus pontis LP475
6986,gn:T07023,scav; Streptomyces cavourensis 1AS2a
6987,gn:T07024,hcam; Halomonas campisalis SS10-MC5
6988,gn:T07025,mein; Methyloprofundus sp. INp10_methR40d
6989,gn:T07026,broc; Candidatus Brocadia sp. Ega_18-Q3-R5-49_MAXAC.112v2
6990,gn:T07027,aagg; Anatilimnocola aggregata ETA_A8
6991,gn:T07028,uli; Urbifossiella limnaea ETA_A1
6992,gn:T07029,sseo; Streptomyces seoulensis KCTC 9819
6993,gn:T07030,hwi; Helicobacter winghamensis 2015D-0170
6994,gn:T07031,fpho; Fluviibacter phosphoraccumulans SHINM1
6995,gn:T07032,kpar; Keratinibaculum paraultunense KD-1
6996,gn:T07033,pdec; Planococcus dechangensis XJ11
6997,gn:T07034,nwl; Nocardia wallacei FMUON74
6998,gn:T07035,mcoo; Mycobacterium cookii JCM 12404
6999,gn:T07036,hpiz; Halomonas piezotolerans NBT06E8
7000,gn:T07037,vsr; Vibrio spartinae 3.6
7001,gn:T07038,miy; Candidatus Micrarchaeum sp. A_DKE
7002,gn:T07039,dtp; Dissulfurispira thermophila T55J
7003,gn:T07040,ebla; Entomobacter blattae G55GP
7004,gn:T07041,plia; Paracoccus liaowanqingii 2251
7005,gn:T07042,cgle; Chryseobacterium gleum NCTC11432
7006,gn:T07043,rhid; Rhizobium hidalgonense JKLM 19E
7007,gn:T07044,ptro; Paraburkholderia tropica IAC135
7008,gn:T07045,atl; Actinocatenispora thailandica NBRC 105041
7009,gn:T07046,bull; Bulleidia sp. zg-1006
7010,gn:T07047,pfuw; Pseudomonas furukawaii KF707
7011,gn:T07048,awg; Acinetobacter wanghuae dk386
7012,gn:T07049,marz; Mycolicibacterium arabiense JCM 18538
7013,gn:T07050,sby; Streptomyces buecherae AC541
7014,gn:T07051,svb; Streptococcus vestibularis NCTC12167
7015,gn:T07052,srim; Streptomyces rimosus ATCC 10970
7016,gn:T07053,mgad; Mycolicibacterium gadium JCM 12688
7017,gn:T07054,lck; Lichenicola cladoniae PAMC 26569
7018,gn:T07055,ctai; Chryseobacterium taihuense 3012STDY6944375
7019,gn:T07056,aagi; Arthrobacter agilis NCTC2676_1
7020,gn:T07057,gza; Geobacillus zalihae SURF-189
7021,gn:T07058,msf; Microbacterium schleiferi A32-1
7022,gn:T07059,ctel; Citrobacter telavivensis 6105 (Citrobacter telavivum 6105)
7023,gn:T07060,njp; Neptunomonas japonica JAMM 1380
7024,gn:T07061,ares; Azospira restricta DSM 18626
7025,gn:T07062,dcs; Dyella caseinilytica DHOB09
7026,gn:T07063,ladl; Legionella adelaidensis NCTC12735
7027,gn:T07064,mhev; Mycolicibacterium helvum JCM 30396
7028,gn:T07065,fnn; Francisella noatunensis subsp. noatunensis FSC774
7029,gn:T07066,glc; Glaciimonas sp. PAMC28666
7030,gn:T07067,nwd; Neisseria wadsworthii DSM 22245
7031,gn:T07068,bsue; Bifidobacterium subtile KCTC 3272
7032,gn:T07069,elac; Enterococcus lactis KCTC 21015
7033,gn:T07070,hsal; Haloterrigena salifodinae BOL5-1
7034,gn:T07071,slan; Sphingomonas lacunae CSW-10
7035,gn:T07072,sdh; Sphingomonas daechungensis KACC 18115
7036,gn:T07073,asim; Aeromonas simiae A6
7037,gn:T07074,aall; Aeromonas allosaccharophila FDAARGOS_933
7038,gn:T07075,hbs; Humisphaera borealis M1803
7039,gn:T07076,fuv; Fulvivirga lutea S481
7040,gn:T07077,ssed; Sphingomonas sediminicola KACC 15039
7041,gn:T07078,spap; Sphingomonas alpina DSM 22537
7042,gn:T07079,gpn; Gimesia panareensis Pan110
7043,gn:T07080,stae; Spirosoma taeanense TS118
7044,gn:T07081,vhy; Vagococcus hydrophili HDW17B
7045,gn:T07082,niv; Niveibacterium microcysteis HC41
7046,gn:T07083,msar; Mycolicibacterium sarraceniae JCM 30395
7047,gn:T07084,nsg; Neisseria shayeganii DSM 22244
7048,gn:T07085,sgm; Streptomyces glomeroaurantiacus JCM 4677
7049,gn:T07086,vka; Vibrio kanaloae R17
7050,gn:T07087,ssub; Streptomyces subrutilus ATCC 27467
7051,gn:T07088,mfel; Mycoplasmopsis felis Myco-2 (Mycoplasma felis Myco-2)
7052,gn:T07089,bteq; Bacillus tequilensis EA-CB0015
7053,gn:T07090,kme; Koleobacter methoxysyntrophicus NRmbB1
7054,gn:T07091,ecec; Enterococcus cecorum NCTC12421
7055,gn:T07092,medw; Mycoplasmopsis edwardii NCTC10132
7056,gn:T07093,mgal; Mycoplasmopsis gallopavonis NCTC10186
7057,gn:T07094,nmus; Neisseria musculi NW831
7058,gn:T07095,bio; Brucella inopinata 141012304
7059,gn:T07096,many; Mycolicibacterium anyangense JCM 30275
7060,gn:T07097,prx; Pseudomonas rhodesiae NL2019
7061,gn:T07098,"acil; Candidatus Azoamicus ciliaticola, endosymbiont of anaerobic ciliates"
7062,gn:T07099,tic; Thermococcus indicus IOH1
7063,gn:T07100,alka; Alkalibacter sp. ES005
7064,gn:T07101,dli; Desulfonema limicola 5ac10
7065,gn:T07102,dmm; Desulfonema magnum 4be13
7066,gn:T07103,aflo; Aphanizomenon flos-aquae DEX188
7067,gn:T07104,mcit; Mycoplasmopsis citelli NCTC10181
7068,gn:T07105,mmau; Mycoplasmopsis maculosa NCTC10168
7069,gn:T07106,asha; Acinetobacter shaoyimingii 323-1
7070,gn:T07107,sphv; Streptomyces phaeolivaceus GY16
7071,gn:T07108,npy; Candidatus Nitrosymbiomonas proteolyticus 317325-2
7072,gn:T07109,ddz; Candidatus Desulfobacillus denitrificans 317325-3
7073,gn:T07110,sedz; Sedimentibacter sp. zth1
7074,gn:T07111,parj; Parasphingorhabdus sp. JHSY0214
7075,gn:T07112,brt; Brevilactibacter sp. MC1595
7076,gn:T07113,asei; Acinetobacter seifertii S21
7077,gn:T07114,veu; Vibrio europaeus 07/118 T2
7078,gn:T07115,scin; Streptomyces cinereoruber ATCC 19740
7079,gn:T07116,hlo; Haloterrigena longa ABH32
7080,gn:T07117,hags; Halobacterium sp. GSL-19
7081,gn:T07118,ccom; Coprococcus comes FDAARGOS_1339
7082,gn:T07119,smen; Streptococcus merionis NCTC13788
7083,gn:T07120,plal; Pseudomonas lalkuanensis PE08
7084,gn:T07121,maub; Mycolicibacterium aubagnense JCM 15296
7085,gn:T07122,bmoj; Bacillus mojavensis UCMB5075
7086,gn:T07123,psym; Psychrosphaera ytuae MTZ26
7087,gn:T07124,yim; Yimella sp. cx-51
7088,gn:T07125,mbai; Mycobacterium basiliense DSM 104308
7089,gn:T07126,mala; Metamycoplasma alkalescens NCTC10135
7090,gn:T07127,sdb; Staphylococcus debuckii SDB 2975
7091,gn:T07128,sinc; Stenotrophomonas indicatrix DAIF1
7092,gn:T07129,lgas; Limosilactobacillus gastricus LG045
7093,gn:T07130,csui; Chlamydia suis R19
7094,gn:T07131,ccys; Corynebacterium cystitidis NCTC11863
7095,gn:T07132,sfer; Streptococcus ferus NCTC12278
7096,gn:T07133,sfug; Streptomyces fungicidicus TXX3120
7097,gn:T07134,mseo; Mycobacterium seoulense JCM 16018
7098,gn:T07135,parh; Priestia aryabhattai GW320
7099,gn:T07136,mgeo; Marinobacterium georgiense IC961
7100,gn:T07137,avm; Archangium violaceum SDU34
7101,gn:T07138,cact; Cognatishimia activa ECT2AJA-044
7102,gn:T07139,mmel; Mycoplasmopsis meleagridis NCTC10153
7103,gn:T07140,mcob; Mycoplasmopsis columbinasalis NCTC10184
7104,gn:T07141,mtuy; Mycoplasma tullyi 56A97T
7105,gn:T07142,spac; Streptomyces pactum ACT12
7106,gn:T07143,scai; Streptococcus canis NCTC12191
7107,gn:T07144,rfv; Pseudorhizobium flavum YW14 (Rhizobium flavum YW14)
7108,gn:T07145,msto; Mycobacterium stomatepiae JCM 17783
7109,gn:T07146,sedd; Sediminibacillus sp. DP4-553-S
7110,gn:T07147,ocr; Ochrobactrum sp. MT180101
7111,gn:T07148,ocl; Ochrobactrum sp. EEELCW01
7112,gn:T07149,abre; Aromatoleum bremense PbN1
7113,gn:T07150,apet; Aromatoleum petrolei ToN1
7114,gn:T07151,cjap; Caldichromatium japonicum No.7
7115,gn:T07152,chyd; Croceimicrobium hydrocarbonivorans A20-9
7116,gn:T07153,cmat; Corynebacterium matruchotii ATCC 14266
7117,gn:T07154,psej; Pseudomonas sediminis B10D7D
7118,gn:T07155,stsu; Streptomyces tsukubensis NRRL 18488
7119,gn:T07156,spsu; Streptococcus pseudoporcinus NCTC13786
7120,gn:T07157,scha; Streptomyces chartreusis ATCC 14922
7121,gn:T07158,mpof; Mycolicibacterium poriferae JCM 12603
7122,gn:T07159,abom; Apilactobacillus bombintestini BHWM-4
7123,gn:T07160,txa; Thiomicrorhabdus xiamenensis G2
7124,gn:T07161,rher; Ruminiclostridium herbifermentans MA18
7125,gn:T07162,avg; Anaerococcus vaginalis FDAARGOS_988
7126,gn:T07163,race; Rahnella aceris ZF458
7127,gn:T07164,mboe; Macrococcus bohemicus 19Msa422
7128,gn:T07165,mfoi; Marinomonas foliarum JZW
7129,gn:T07166,tri; Treponema ruminis RU1
7130,gn:T07167,pvk; Pseudomonas viciae 11K1
7131,gn:T07168,sxa; Sphingomonas xanthus AE3
7132,gn:T07169,gsp; Gluconobacter sphaericus SJF2-1
7133,gn:T07170,atb; Atopobium sp. oral taxon 416 W9116
7134,gn:T07171,caml; Caproicibacterium amylolyticum LBM18003
7135,gn:T07172,vgu; Vallitalea guaymasensis Ra1766G1
7136,gn:T07173,bvir; Butyricimonas virosa FDAARGOS_1229
7137,gn:T07174,tun; Thiothrix unzii A1
7138,gn:T07175,pgh; Photobacterium ganghwense C2.2
7139,gn:T07176,xbu; Xenorhabdus budapestensis C72
7140,gn:T07177,lta; Lactobacillus taiwanensis CLG01
7141,gn:T07178,vpy; Vallitalea pronyensis FatNI3c
7142,gn:T07179,biq; Bacillus inaquosorum DE111
7143,gn:T07180,rbq; Rhizobium binae BLR195
7144,gn:T07181,lvi; Leucobacter viscericola HDW9C
7145,gn:T07182,slit; Shewanella litorisediminis SMK1-12
7146,gn:T07183,bbrx; Brettanomyces bruxellensis UCD 2041
7147,gn:T07184,lins; Leucobacter insecticola HDW9B
7148,gn:T07185,suri; Serratia ureilytica T6
7149,gn:T07186,hss; Halorubrum sodomense MBLA0099
7150,gn:T07187,fku; Ferrigenium kumadai An22
7151,gn:T07188,cyz; Corynebacterium yudongzhengii 2183
7152,gn:T07189,rln; Rhizobium lentis BLR27
7153,gn:T07190,pry; Polymorphospora rubra NBRC 101157
7154,gn:T07191,cati; Catellatospora sp. IY07-71
7155,gn:T07192,pabs; Polycladomyces abyssicola JIR-001
7156,gn:T07193,sinu; Sulfurovum indicum ST-419
7157,gn:T07194,aob; Anaerococcus obesiensis FDAARGOS_989
7158,gn:T07195,sws; Sutterella wadsworthensis FDAARGOS_1159
7159,gn:T07196,kmn; Kaustia mangrovi R1DC25
7160,gn:T07197,luu; Lactobacillus ultunensis Kx293C1
7161,gn:T07198,awe; Actinomyces weissii CCUG 61299
7162,gn:T07199,tpav; Treponema parvum ATCC 700770
7163,gn:T07200,bvq; Rossellomorea vietnamensis 151-6 (Bacillus vietnamensis 151-6)
7164,gn:T07201,bvj; Heyndrickxia vini JCM 19841 (Bacillus vini JCM 19841)
7165,gn:T07202,bou; Heyndrickxia oleronia DSM 9356 (Bacillus oleronius DSM 9356)
7166,gn:T07203,nav; Natronoglycomyces albus DSM 106290
7167,gn:T07204,acae; Alkalicella caledoniensis LB2
7168,gn:T07205,apho; Arcanobacterium phocisimile DSM 26142
7169,gn:T07206,ppsr; Peribacillus psychrosaccharolyticus FDAARGOS_1161
7170,gn:T07207,mvt; Mammaliicoccus vitulinus FDAARGOS_1153
7171,gn:T07208,fwa; Candidatus Formimonas warabiya DCMF
7172,gn:T07209,pcop; Phocaeicola coprophilus FDAARGOS_1220
7173,gn:T07210,pbro; Pseudonocardia broussonetiae Gen 01
7174,gn:T07211,mmab; Mucilaginibacter mali G2-14
7175,gn:T07212,mbos; Mannheimia bovis ZY190616
7176,gn:T07213,fci; Fusobacterium canifelinum FDAARGOS_1126
7177,gn:T07214,lti; Lactococcus taiwanensis K_LL004
7178,gn:T07215,pxi; Pseudoalteromonas xiamenensis STKMTI.2
7179,gn:T07216,mcaw; Microbacterium caowuchunii ST-M6
7180,gn:T07217,aant; Acidovorax antarcticus 16-35-5
7181,gn:T07218,lsx; Lysobacter solisilvae II4
7182,gn:T07219,rsg; Ralstonia syzygii subsp. celebesensis UGMSS_Db01
7183,gn:T07220,mmyo; Myotis myotis
7184,gn:T07221,mmf; Molossus molossus (Pallas's mastiff bat)
7185,gn:T07222,shon; Sturnira hondurensis
7186,gn:T07223,ajm; Artibeus jamaicensis (Jamaican fruit-eating bat)
7187,gn:T07224,mcoc; Mastomys coucha (southern multimammate mouse)
7188,gn:T07225,tfn; Trachypithecus francoisi (Francois's langur)
7189,gn:T07226,lcar; Lactococcus carnosus TMW 21612
7190,gn:T07227,lpaa; Lactococcus paracarnosus TMW 21615
7191,gn:T07228,rban; Rhizobium bangladeshense BLR175
7192,gn:T07229,tsph; Telmatocola sphagniphila SP2T
7193,gn:T07230,mlz; Microbacterium lushaniae L-031
7194,gn:T07231,lcg; Longicatena caecimuris 3BBH23
7195,gn:T07232,pvb; Pseudoalteromonas viridis BBR56
7196,gn:T07233,mpeg; Mannheimia pernigra 17CN0883
7197,gn:T07234,cpab; Companilactobacillus pabuli NFFJ11
7198,gn:T07235,mgik; Mucilaginibacter ginkgonis HMF7856
7199,gn:T07236,naro; Nocardioides aromaticivorans IC177
7200,gn:T07237,lare; Lysobacter arenosi R7
7201,gn:T07238,mmur; Microcebus murinus (gray mouse lemur)
7202,gn:T07239,mpuf; Mustela putorius furo (domestic ferret)
7203,gn:T07240,eju; Eumetopias jubatus (Steller sea lion)
7204,gn:T07241,pleu; Peromyscus leucopus (white-footed mouse)
7205,gn:T07242,caty; Cercocebus atys (sooty mangabey)
7206,gn:T07243,afus; Aequoribacter fuscus IMCC3088
7207,gn:T07244,pari; Pectobacterium aroidearum L6
7208,gn:T07245,sllo; Staphylococcus lloydii 23_2_7_LY
7209,gn:T07246,pgis; Paraburkholderia ginsengisoli FDAARGOS_1049
7210,gn:T07247,sman; Solibaculum mannosilyticum 12CBH8
7211,gn:T07248,bhc; Breznakiella homolactica RmG30
7212,gn:T07249,amam; Actinomyces marmotae zg-325
7213,gn:T07250,citz; Citrobacter tructae SNU WT2
7214,gn:T07251,pez; Pseudomonas eucalypticola NP-1
7215,gn:T07252,sgx; Streptomyces gardneri ATCC 15439
7216,gn:T07253,thim; Thiocapsa sp. M50B4
7217,gn:T07254,thug; Thermoflexus hugenholtzii RBS10-4
7218,gn:T07255,oda; Oryx dammah (scimitar-horned oryx)
7219,gn:T07256,twl; Tripterygium wilfordii
7220,gn:T07257,hhv; Hyaena hyaena (striped hyena)
7221,gn:T07258,bhj; Benincasa hispida (wax gourd)
7222,gn:T07259,omy; Oncorhynchus mykiss (rainbow trout)
7223,gn:T07260,pvir; Panicum virgatum AP13 (switchgrass)
7224,gn:T07261,subt; Subtercola sp. PAMC28395
7225,gn:T07262,pacp; Paraburkholderia acidiphila 7Q-K02
7226,gn:T07263,nsc; Neisseria sicca NS20201025
7227,gn:T07264,pson; Paenibacillus sonchi LMG 24727
7228,gn:T07265,schj; Streptococcus chenjunshii Z15
7229,gn:T07266,pbz; Pseudomonas bijieensis L22-9
7230,gn:T07267,ckf; Corynebacterium kefirresidentii FDAARGOS_1055
7231,gn:T07268,atg; Acinetobacter towneri GX3
7232,gn:T07269,pkh; Pseudomonas khazarica ODT-83
7233,gn:T07270,rrg; Rhizobium ruizarguesonis NZLR24
7234,gn:T07271,bchs; Brevibacillus choshinensis HPD31-SP3
7235,gn:T07272,hsin; Haloarcula sinaiiensis ATCC 33800
7236,gn:T07273,pspa; Polyodon spathula (Mississippi paddlefish)
7237,gn:T07274,vri; Vitis riparia (riverbank grape)
7238,gn:T07275,zvi; Zootoca vivipara (common lizard)
7239,gn:T07276,nlu; Nilaparvata lugens (brown planthopper)
7240,gn:T07277,pmoa; Passer montanus (Eurasian tree sparrow)
7241,gn:T07278,tdc; Triticum dicoccoides (wild emmer wheat)
7242,gn:T07279,nho; Natronomonas halophila C90
7243,gn:T07280,nsal; Natronomonas salina YPL13
7244,gn:T07281,pmui; Pseudomonas multiresinivorans populi
7245,gn:T07282,ger; Geomonas oryzisoli RG10
7246,gn:T07283,mphu; Mycolicibacterium phocaicum JCM 15301
7247,gn:T07284,habo; Halobacterium sp. BOL4-2
7248,gn:T07285,pty; Pseudomonas toyotomiensis SM2
7249,gn:T07286,ptf; Candidatus Profftia tarda PROFFT
7250,gn:T07287,pacs; Paraburkholderia acidisoli DHF22
7251,gn:T07288,spai; Sphingomonas panacisoli HKS19
7252,gn:T07289,cans; Corynebacterium anserum 23H37-10
7253,gn:T07290,spoc; Streptococcus porcinus NCTC10925
7254,gn:T07291,sclv; Styela clava
7255,gn:T07292,mnt; Morus notabilis
7256,gn:T07293,zce; Zerene cesonia (dogface butterfly)
7257,gn:T07294,ahf; Arachis hypogaea (peanut)
7258,gn:T07295,oau; Oreochromis aureus (blue tilapia)
7259,gn:T07296,eaf; Eurytemora affinis Atlantic clade
7260,gn:T07297,mcos; Maribellus comscasis WC007
7261,gn:T07298,pdes; Peteryoungia desertarenae ADMK78
7262,gn:T07299,cgas; Clostridium gasigenes CGAS001
7263,gn:T07300,mpse; Mycobacterium pseudoshottsii JCM 15466
7264,gn:T07301,scad; Streptomyces cadmiisoli ZFG47
7265,gn:T07302,scoe; Streptomyces coeruleorubidus ATCC 13740
7266,gn:T07303,msho; Mycobacterium shottsii JCM 12657
7267,gn:T07304,aqz; Aquihabitans sp. G128
7268,gn:T07305,sbat; Streptomyces bathyalis ASO4wet
7269,gn:T07306,mrtj; Methanospirillum sp. J.3.6.1-F.2.7.3
7270,gn:T07307,eap; Exiguobacterium alkaliphilum B-3531D
