,KeggID,Description
1530,ds:H01535,Eastern equine encephalitis
1531,ds:H01536,Murray Valley encephalitis; Australian encephalitis
1532,ds:H01537,La Crosse encephalitis; California encephalitis
1533,ds:H01538,Hendra virus infection
1534,ds:H01539,Nipah virus infection
1535,ds:H01540,Chikungunya fever
1536,ds:H01541,Argentine hemorrhagic fever
1537,ds:H01542,Bolivian hemorrhagic fever
1538,ds:H01543,Venezuelan hemorrhagic fever
1539,ds:H01544,Brazilian hemorrhagic fever
1540,ds:H01545,O'nyong-nyong fever
1541,ds:H01546,Mayaro fever
1542,ds:H01547,Venezuelan equine encephalitis
1543,ds:H01548,West Nile fever; West Nile virus infection
1544,ds:H01549,Rift Valley fever
1545,ds:H01550,Bunyamwera fever
1546,ds:H01551,Interstitial cystitis; Bladder pain syndrome
1547,ds:H01552,Down syndrome; Trisomy 21
1548,ds:H01553,Zika fever; Zika virus disease
1549,ds:H01554,Fallopian tube cancer
1550,ds:H01555,Merkel cell carcinoma
1551,ds:H01556,Meningioma
1552,ds:H01557,Hepatic angiosarcoma
1553,ds:H01558,Parathyroid carcinoma
1554,ds:H01559,Oropharyngeal cancer
1555,ds:H01560,Alkhumra hemorrhagic fever
1556,ds:H01561,Chiari malformation; Arnold-Chiari syndrome
1557,ds:H01562,Patau syndrome; Trisomy 13
1558,ds:H01563,HIV infection
1559,ds:H01564,Edwards syndrome; Trisomy 18
1560,ds:H01565,Wernicke encephalopathy; Wernicke-Korsakoff syndrome
1561,ds:H01566,Beriberi
1562,ds:H01567,Thiamine pyrophosphokinase deficiency; Thiamine metabolism dysfunction syndrome 5
1563,ds:H01568,3C syndrome; Ritscher-Schinzel syndrome; Craniocerebellocardiac dysplasia
1564,ds:H01569,CHOPS syndrome
1565,ds:H01570,Autosomal dominant striatal degeneration
1566,ds:H01571,Singleton-Merten syndrome
1567,ds:H01572,Cole-Carpenter syndrome
1568,ds:H01573,Zimmermann-Laband syndrome
1569,ds:H01574,Familial idiopathic basal ganglia calcification; Bilateral striopallidodentate calcinosis (BSPDC); Fahr disease
1570,ds:H01575,"Roifman syndrome; Spondyloepiphseal dysplasia, retinal dystrophy, and antibody deficiency"
1571,ds:H01576,Spondyloenchondrodysplasia with immune dysregulation (SPENCDI); Spondyloenchondrodysplasia (SPENCD)
1572,ds:H01577,Essential tremor
1573,ds:H01578,Subacute myelo-optico-neuropathy (SMON)
1574,ds:H01579,Congenital symmetric circumferential skin creases; Kunze-Riehm syndrome; Michelin tire baby syndrome
1575,ds:H01580,Vitamin C deficiency; Scurvy
1576,ds:H01581,IgA nephropathy; Berger disease
1577,ds:H01582,Pellagra
1578,ds:H01583,Hydroxykynureninuria; Xanthurenic aciduria; Kynureninase deficiency
1579,ds:H01584,IgA vasculitis; Henoch-Schonlein purpura
1580,ds:H01585,Autoimmune hemolytic anemia
1581,ds:H01586,Acquired pure red cell aplasia
1582,ds:H01587,Disseminated intravascular coagulation
1583,ds:H01588,Cluster headache
1584,ds:H01589,Systemic primary carnitine deficiency
1585,ds:H01590,Chronic eosinophilic leukemia
1586,ds:H01591,Gastrotintestinal stromal tumor
1587,ds:H01592,Medullary thyroid cancer
1588,ds:H01593,Osteoporosis
1589,ds:H01594,Myasthenia gravis
1590,ds:H01595,Cutaneous lupus erythematosus
1591,ds:H01596,Lambert-Eaton myasthenic syndrome
1592,ds:H01597,Restless legs syndrome; Willis Ekbom disease
1593,ds:H01598,Addison disease; Primary adrenal insufficiency; Hypoadrenocorticism
1594,ds:H01599,Hypereosinophilic syndrome
1595,ds:H01600,Parkinsonian syndrome
1596,ds:H01601,Anaplastic large-cell lymphoma
1597,ds:H01602,Gastroesophageal reflux disease
1598,ds:H01603,Primary aldosteronism
1599,ds:H01604,Polymyositis and dermatomyositis
1600,ds:H01605,Myelofibrosis
1601,ds:H01606,Polymyalgia rheumatica
1602,ds:H01607,Galactorrhea
1603,ds:H01608,Cervical dystonia; Spasmodic torticollis
1604,ds:H01609,Insomnia
1605,ds:H01610,Clonorchiasis
1606,ds:H01611,Alcohol dependence
1607,ds:H01612,Essential thrombocytosis; Thrombocythemia
1608,ds:H01613,Follicular lymphoma
1609,ds:H01614,Multiple system atrophy
1610,ds:H01615,Irritable bowel syndrome
1611,ds:H01616,Spinocerebellar degeneration
1612,ds:H01617,Foodborne trematodiasis; Foodborne trematode infection
1613,ds:H01618,Pituitary gigantism
1614,ds:H01619,Primary pulmonary hypertension
1615,ds:H01620,Raynaud syndrome
1616,ds:H01621,Pulmonary arterial hypertension
1617,ds:H01622,Chronic thromboembolic pulmonary hypertension
1618,ds:H01624,Postherpetic neuralgia
1619,ds:H01625,Buerger disease; Thromboangiitis obliterans
1620,ds:H01626,Arteriosclerosis obliterans
1621,ds:H01628,Opisthorchiasis
1622,ds:H01629,Chronic arterial occlusive disease
1623,ds:H01630,Patent ductus arteriosus
1624,ds:H01631,Acute heart failure
1625,ds:H01632,Angina pectoris
1626,ds:H01633,High blood pressure; Hypertension
1627,ds:H01634,Peptic ulcer
1628,ds:H01635,Hyperlipidemia
1629,ds:H01636,Fibromyalgia; Fibromyalgia syndrome
1630,ds:H01637,Hypertriglyceridemia
1631,ds:H01638,Neuropathic pain; Neuralgia
1632,ds:H01639,Endometriosis
1633,ds:H01640,Uterine leiomyoma; Fibroid
1634,ds:H01641,Dry eye desease; Keratoconjunctivitis sicca
1635,ds:H01642,Renal anemia
1636,ds:H01643,Chilblains; Pernio
1637,ds:H01644,Blepharitis
1638,ds:H01645,Hyperthyroidism; Thyrotoxicosis
1639,ds:H01646,Major depressive disorder
1640,ds:H01647,Subacute thyroiditis; Subacute granulomatous thyroiditis; De Quervain thyroiditis
1641,ds:H01648,Pemphigus
1642,ds:H01649,Schizophrenia
1643,ds:H01650,Pemphigoid
1644,ds:H01651,Macular edema
1645,ds:H01652,Seborrheic dermatitis
1646,ds:H01653,Bipolar disorder; Manic depressive illness
1647,ds:H01654,Lichen planus
1648,ds:H01655,Granulomatosis with polyangiitis; Wegener granulomatosis
1649,ds:H01656,Psoriasis
1650,ds:H01657,Nephrotic syndrome
1651,ds:H01658,Microscopic polyangiitis
1652,ds:H01659,Pityriasis rubra pilaris
1653,ds:H01660,Pityriasis rosea
1654,ds:H01661,Xanthoma; Xanthomatosis
1655,ds:H01662,Generalized anxiety disorder; Anxiety neurosis
1656,ds:H01663,Pustular psoriasis
1657,ds:H01664,Panic disorder
1658,ds:H01665,Primary peritoneal carcinoma
1659,ds:H01666,Angiosarcoma
1660,ds:H01667,Medulloblastoma
1661,ds:H01668,Neoplastic meningitis
1662,ds:H01669,Secondary hyperparathyroidism
1663,ds:H01670,Social anxiety disorder; Social phobia
1664,ds:H01671,Neurosis; Neurotic disorder
1665,ds:H01672,Juvenile idiopathic arthritis
1666,ds:H01673,Palmoplantar keratoderma
1667,ds:H01674,Ankylosing spondylitis; Bechterew disease
1668,ds:H01675,Syringomyelia
1669,ds:H01676,Normal pressure hydrocephalus
1670,ds:H01677,Congenital hydrocephalus
1671,ds:H01678,Dandy-Walker syndrome
1672,ds:H01679,Intrahepatic lithiasis; Intrahepatic calculosis; Hepatolithiasis
1673,ds:H01680,Chronic pancreatitis
1674,ds:H01681,Acute pancreatitis
1675,ds:H01682,Syndrome of inappropriate secretion of antidiuretic hormone
1676,ds:H01683,Disorders of antidiuretic hormone (ADH) secretion
1677,ds:H01684,Primary sclerosing cholangitis
1678,ds:H01685,Autoimmune hepatitis
1679,ds:H01686,Idiopathic portal hypertension; Non-cirrhotic portal fibrosis; Banti syndrome
1680,ds:H01687,Extrahepatic portal vein obstruction; Extrahepatic portal venous obstruction
1681,ds:H01688,Rapidly progressive glomerulonephritis
1682,ds:H01689,Fisher syndrome; Miller Fisher syndrome
1683,ds:H01690,Lichen sclerosus et atrophphicus
1684,ds:H01691,Renal angiomyolipoma
1685,ds:H01692,Subependymal giant cell astrocytoma
1686,ds:H01693,Eosinophilic fasciitis; Diffuse fasciitis
1687,ds:H01694,Stevens-Johnson syndrome; Toxic epidermal necrolysis; Lyell syndrome
1688,ds:H01695,Erythema multiforme
1689,ds:H01696,Subacute sclerosing panencephalitis
1690,ds:H01697,Antiphospholipid syndrome
1691,ds:H01698,Giant cell arteritis; Temporal arteritis
1692,ds:H01699,Isolated TSH deficiency
1693,ds:H01700,Hypopituitarism
1694,ds:H01701,Pituitary TSH hypersecretion; Syndrome of inappropriate secretion of TSH (SITSH)
1695,ds:H01702,Glucocorticoid resistance syndrome
1696,ds:H01703,Eating Disorders
1697,ds:H01704,Sudden sensorineural hearing loss
1698,ds:H01705,Bilateral sudden sensorineural hearing loss
1699,ds:H01706,Delayed endolymphatic hydrops
1700,ds:H01707,Ossified ligamentum flavum; Ossification of the yellow ligament
1701,ds:H01708,Diffuse idiopathic skeletal hyperostosis; Forestier disease; Ankylosing hyperostosis; Ossification of the anterior longitudinal ligament
1702,ds:H01709,Glucocorticoid-induced osteonecrosis
1703,ds:H01710,Mixed connective tissue disease
1704,ds:H01711,Spinal stenosis
1705,ds:H01712,Fulminant hepatic failure; Fulminant hepatitis
1706,ds:H01713,Diffuse panbronchiolitis
1707,ds:H01714,Chronic obstructive pulmonary disease (COPD); Emphysema
1708,ds:H01715,Obesity hypoventilation syndrome; Pickwickian Syndrome
1709,ds:H01716,Idiopathic interstitial pneumonias
1710,ds:H01717,Optic neuritis
1711,ds:H01718,Kawasaki disease; Mucocutaneous lymph node syndrome
1712,ds:H01719,Optic neuropathy
1713,ds:H01720,Southeast Asian ovalocytosis
1714,ds:H01721,Anti-glomerular basement membrane (GBM) disease; Goodpasture syndrome
1715,ds:H01722,Galloway-Mowat syndrome
1716,ds:H01723,Deep vein thrombosis
1717,ds:H01724,HTLV1-associated myelopathy; Tropical spastic paraparesis
1718,ds:H01725,Primary immunodeficiency disease
1719,ds:H01726,Membranoproliferative glomerulonephritis
1720,ds:H01727,Primary alveolar hypoventilation syndrome
1721,ds:H01728,Potter syndrome; Potter sequence
1722,ds:H01729,Premature ventricular complexes; Premature ventricular contractions
1723,ds:H01730,Myocardial infarction
1724,ds:H01731,Fragile X tremor/ataxia syndrome
1725,ds:H01732,Angelman syndrome
1726,ds:H01733,Werner syndrome
1727,ds:H01734,Rothmund-Thomson syndrome
1728,ds:H01735,Lymphangiomatosis
1729,ds:H01736,Persistent truncus arteriosus
1730,ds:H01737,Epidermolysis bullosa
1731,ds:H01738,Noonan syndrome
1732,ds:H01739,Polycystic ovary syndrome
1733,ds:H01740,Macrothrombocytopenia
1734,ds:H01741,"Autoinflammation lipodystrophy and dermatosis syndrome; Proteasome associated autoinflammatory syndromes (PRAAS); Chronic atypical neutrophilic dermatosis with lipodystrophy and elevated temperature (CANDLE) syndrome; Joint contractures, muscle atrophy, microcytic anemia, and panniculitis-induced lipodystrophy (JMP); Japanese autoinflammatory syndrome with lipodystrophy (JASL)"
1735,ds:H01742,Coronary artery disease
1736,ds:H01743,Autoinflammation and PLCG2-associated antibody deficiency and immune dysregulation
1737,ds:H01744,Polyglucosan body myopathy
1738,ds:H01745,Cardiofaciocutaneous syndrome
1739,ds:H01746,STING-associated vasculopathy with onset in infancy
1740,ds:H01747,Costello syndrome
1741,ds:H01748,Autoinflammation with infantile enterocolitis
1742,ds:H01749,Achondroplasia
1743,ds:H01750,Thanatophoric dysplasia
1744,ds:H01751,Weaver syndrome
1745,ds:H01752,ATR-X syndrome; X-linked alpha-thalassemia/mental retardation syndrome
1746,ds:H01753,Antley-Bixler syndrome
1747,ds:H01754,Crouzon syndrome
1748,ds:H01755,Apert syndrome
1749,ds:H01756,Pfeiffer syndrome
1750,ds:H01757,Cerebral autosomal recessive arteriopathy with subcortical infarcts and leukoencephalopathy; CARASIL
1751,ds:H01758,Relapsing polychondritis
1752,ds:H01759,Autoimmune hemorrhaphilia XIII/13; Autoimmune acquired factor XIII (F13) deficiency
1753,ds:H01760,Hepatic glycogen storage disease
1754,ds:H01761,Immunoglobulin G4-related disease; Immunoglobulin G4-positive multi-organ lymphoproliferative syndrome
1755,ds:H01762,Muscle glycogen storage disease
1756,ds:H01763,Porphyria
1757,ds:H01764,Polysplenia syndrome
1758,ds:H01765,Eosinophilic sinusitis; Eosinophilic chronic rhinosinusitis
1759,ds:H01766,Juvenile retinoschisis
1760,ds:H01767,Henoch-Schonlein purpura nephritis
1761,ds:H01768,Central areolar choroidal dystrophy
1762,ds:H01769,ZTTK syndrome
1763,ds:H01770,Macular dystrophy
1764,ds:H01771,Congenital ichthyosis
1765,ds:H01772,"Adrenal hypoplasia, congenital; X-linked addison disease"
1766,ds:H01773,4p deletion syndrome; Wolf-Hirschhorn syndrome
1767,ds:H01774,Hyperostosis corticalis generalisata; Van Buchem disease
1768,ds:H01775,PCDH19-related epilepsy syndrome; Early infantile epileptic encephalopathy 9; Epilepsy with mental retardation limited to females
1769,ds:H01776,Aicardi syndrome
1770,ds:H01777,Schwartz-Jampel syndrome
1771,ds:H01778,Ullrich disease; Ullrich congenital muscular dystrophy
1772,ds:H01779,Neuroferritinopathy
1773,ds:H01780,Non-dystrophic myotonia
1774,ds:H01781,Autophagic vacuolar myopathy
1775,ds:H01782,Eosinophilic gastrointestinal disorder
1776,ds:H01783,Ebstein anomaly
1777,ds:H01784,Primary hyperchylomicronemia
1778,ds:H01785,Tricuspid atresia
1779,ds:H01786,Congenitally corrected transposition of the great arteries
1780,ds:H01787,Univentricular heart
1781,ds:H01788,Klippel-Trenaunay-Weber syndrome
1782,ds:H01789,You-Hoover-Fong syndrome
1783,ds:H01790,Emanuel syndrome; Supernumerary derivative 22 syndrome
1784,ds:H01791,Smith-Magenis syndrome
1785,ds:H01792,1p36 deletion syndrome
1786,ds:H01793,Young-Simpson syndrome; Say-Barber-Biesecker-Young-Simpson syndrome; Say-Barber-Biesecker variant of Ohdo syndrome
1787,ds:H01794,Genitopatellar syndrome
1788,ds:H01795,Blepharophimosis-mental retardation syndrome; Ohdo syndrome
1789,ds:H01796,Uncombable hair syndrome; Spun glass hair syndrome; Pili trianguli et canaliculi
1790,ds:H01797,Webb-Dattani syndrome; Hypothalamic insufficiency-secondary microcephaly-visual impairment-urinary anomalies syndrome
1791,ds:H01798,Autosomal dominant neovascular inflammatory vitreoretinopathy
1792,ds:H01799,Vibratory urticaria; Vibratory angioedema
1793,ds:H01800,Verheij syndrome; Chromosome 8q24.3 deletion syndrome
1794,ds:H01801,Kagami-Ogata syndrome; Paternal uniparental disomy 14
1795,ds:H01802,Pulmonary atresia with intact ventricular septum
1796,ds:H01803,Pulmonary atresia with ventricular septal defect
1797,ds:H01804,Isaacs syndrome
1798,ds:H01805,Tricho-hepato-enteric syndrome; Syndromic diarrhea
1799,ds:H01806,Tenorio syndrome
1800,ds:H01807,Hereditary diffuse leukoencephalopathy with spheroids
1801,ds:H01808,Hemiconvulsion-hemiplegia-epilepsy syndrome
1802,ds:H01809,Sturge-Weber syndrome
1803,ds:H01810,Congenital myopathy
1804,ds:H01811,Arima syndrome
1805,ds:H01812,Rasmussen encephalitis; Rasmussen syndrome
1806,ds:H01813,Lennox-Gastaut syndrome
1807,ds:H01814,Stromme syndrome; Apple peel syndrome with microcephaly and ocular anomalies; Jejunal atresia with microcephaly and ocular anomalies
1808,ds:H01815,Malignant migrating partial seizures in infancy
1809,ds:H01816,Frank-ter Haar syndrome
1810,ds:H01817,Beukes hip dysplasia; Beukes type hip dysplasia
1811,ds:H01818,Dravet syndrome
1812,ds:H01819,Early myoclonic encephalopathy
1813,ds:H01820,Carney complex
1814,ds:H01821,Spondylometaphyseal dysplasia with cone-rod dystrophy
1815,ds:H01822,Epilepsy with myoclonic absence
1816,ds:H01823,Myoclonic-astatic epilepsy; Doose syndrome
1817,ds:H01824,"CODAS syndrome; Cerebral, ocular, dental, auricular, and skeletal anomalies syndrome"
1818,ds:H01825,"Spondylometaphyseal dysplasia, Sedaghatian type"
1819,ds:H01826,Mesial temporal lobe epilepsy with hippocampal sclerosis
1820,ds:H01827,"Rolandic epilepsy, mental retardation, and speech dyspraxia"
1821,ds:H01828,Opsismodysplasia
1822,ds:H01829,Acute encephalitis with refractory repetitive partial seizures
1823,ds:H01830,"Spondylometaphyseal dysplasia, Megarbane-Dagher-Melki type"
1824,ds:H01831,Ring chromosome 20 syndrome
1825,ds:H01832,Lenz-Majewski syndrome; Lenz-Majewski hyperostotic dwarfism
1826,ds:H01833,Hemimegalencephaly
1827,ds:H01834,Marshall-Smith syndrome
1828,ds:H01835,Neuronal migration disorder
1829,ds:H01836,Congenital pain insensitivity with anhidrosis
1830,ds:H01837,Congenital suprabulbar paresis; Worster Drought syndrome
1831,ds:H01838,"Mandibulofacial dysostosis with microcephaly; Mandibulofacial dysostosis, Guion-Almeida type"
1832,ds:H01839,Burn-McKeown syndrome
1833,ds:H01840,Moebius syndrome; Mobius syndrome
1834,ds:H01841,Acute encephalopathy with biphasic seizures and late reduced diffusion
1835,ds:H01842,Bickerstaff brainstem encephalitis
1836,ds:H01843,Cerebrocostomandibular syndrome
1837,ds:H01844,Diaphanospondylodysostosis
1838,ds:H01845,Catel-Manzke syndrome; Palatodigital syndrome; Hyperphalangy syndrome
1839,ds:H01846,Superficial siderosis
1840,ds:H01847,Thrombocytopenia-absent radius syndrome; TAR syndrome
1841,ds:H01848,Acquired idiopathic generalized anhidrosis
1842,ds:H01849,Peripheral arteriovenous malformation
1843,ds:H01850,"Hartsfield syndrome; Holoprosencephaly, ectrodactyly, and cleft/lip palate"
1844,ds:H01851,Congenital scoliosis associated with rib anomalies
1845,ds:H01852,Postaxial polydactyly
1846,ds:H01853,Chronic nonspecific multiple ulcers of the small intestine
1847,ds:H01854,Metacarpal 4-5 fusion
1848,ds:H01855,Biliary atresia
1849,ds:H01856,Cloacal exstrophy; Vesicointestinal fissure
1850,ds:H01857,Filippi syndrome; Syndactyly type 1 with microcephaly and intellectual disability
1851,ds:H01858,Persistent cloaca
1852,ds:H01859,Occipital horn syndrome
1853,ds:H01860,Abnormal pituitary gonadotropin secretion
1854,ds:H01861,Chromosome 15q24 microdeletion syndrome; Witteveen-Kolk syndrome
1855,ds:H01862,Hypoparathyroidism
1856,ds:H01863,Atopic myelitis; Eosinophilic myelitis
1857,ds:H01864,Excessive secretion of growth hormone
1858,ds:H01865,Multicentric carpotarsal osteolysis syndrome
1859,ds:H01866,Pulmonary veno-occlusive disease and pulmonary capillary hemangiomatosis
1860,ds:H01867,Congenital anomalies of kidney and urinary tract
1861,ds:H01868,Mitral valve prolapse
1862,ds:H01869,Megacystis microcolon intestinal hypoperistalsis syndrome
1863,ds:H01870,Microhydranencephaly
1864,ds:H01871,Isolated hypoganglionosis
1865,ds:H01872,Microcephaly-capillary malformation syndrome
1866,ds:H01873,Obliterative bronchiolitis; Bronchiolitis obliterans
1867,ds:H01874,Cronkhite-Canada syndrome
1868,ds:H01875,Infantile hepatic hemangioma
1869,ds:H01876,"Microcephaly with or without chorioretinopathy, lymphedema, or mental retardation; Microcephaly, lymphedema, chorioretinal dysplasia (MLCRD) syndrome; Chorioretinal dysplasia, microcephaly, and mental retardation (CDMMR) syndrome"
1870,ds:H01877,Chromosome 15q13.3 microdeletion syndrome
1871,ds:H01878,Al-Raqad syndrome
1872,ds:H01879,Wiedemann-Steiner syndrome; Alazami-Yuan syndrome
1873,ds:H01880,Autosomal recessive microcephaly and chorioretinopathy
1874,ds:H01881,Complex cortical dysplasia with other brain malformations
1875,ds:H01882,Asperger syndrome
1876,ds:H01883,Nestor-Guillermo progeria syndrome
1877,ds:H01884,Auriculocondylar syndrome; Question mark ears syndrome
1878,ds:H01885,Megalencephaly-polymicrogyria-polydactyly-hydrocephalus syndrome; MPPH syndrome
1879,ds:H01886,Van den Ende-Gupta syndrome
1880,ds:H01887,3MC syndrome; Malpuech-Michels-Mingarelli-Carnevale syndrome
1881,ds:H01888,Carpenter syndrome
1882,ds:H01889,Meier-Gorlin syndrome; Ear-patella-short statute syndrome
1883,ds:H01890,Pattern dystrophies of the retinal pigment epithelium; Patterned macular dystrophy; Butterfly-shaped macular dystrophy
1884,ds:H01891,Autosomal recessive spinocerebellar ataxias
1885,ds:H01892,Peripheral T cell lymphoma
1886,ds:H01893,Lateral meningocele syndrome; Lehman syndrome
1887,ds:H01894,Multiple mitochondrial dysfunctions syndrome
1888,ds:H01895,Attention deficit hyperactivity disorder (ADHD)
1889,ds:H01896,Aplasia cutis congenita
1890,ds:H01897,Oocyte maturation defect
1891,ds:H01898,PNPLA6-related disorders
1892,ds:H01899,Dyslexia
1893,ds:H01900,Encephalopathy due to defective mitochondrial and peroxisomal fission
1894,ds:H01901,Barrett esophagus
1895,ds:H01902,Brittle cornea syndrome
1896,ds:H01903,Brown-Vialetto-Van Laere syndrome
1897,ds:H01904,Microphthalmia with linear skin defects syndrome; Linear skin defects with multiple congenital anomalies; MIDAS syndrome
1898,ds:H01905,Trichomegaly
1899,ds:H01906,"Poikiloderma, hereditary fibrosing, with tendon contractures, myopathy, and pulmonary fibrosis"
1900,ds:H01907,Acid-labile subunit deficiency
1901,ds:H01908,Carey-Fineman-Ziter syndrome
1902,ds:H01909,Hypoinsulinemic hypoglycemia with hemihypertrophy
1903,ds:H01910,Infantile myofibromatosis
1904,ds:H01911,Syndromic autosomal recessive mental retardation
1905,ds:H01912,"Congenital lipomatous overgrowth, vascular malformations, and epidermal nevi; CLOVE syndrome"
1906,ds:H01913,Renpenning syndrome
1907,ds:H01914,Christianson syndrome
1908,ds:H01915,Borjeson-Forssman-Lehmann syndrome
1909,ds:H01916,Stocco dos Santos X-linked mental retardation syndrome
1910,ds:H01917,CK syndrome
1911,ds:H01918,Familial autosomal recessive hypercholesterolemia
1912,ds:H01919,Proud syndrome
1913,ds:H01920,Partington syndrome
1914,ds:H01921,"MICPCH syndrome; Syndromic X-linked mental retardation, Najm type"
1915,ds:H01922,Infantile hypotonia with psychomotor retardation and characteristic facies
1916,ds:H01923,"Microcephaly, short stature, and impaired glucose metabolism"
1917,ds:H01924,Sydenham chorea; Chorea minor
1918,ds:H01925,Transient neonatal zinc deficiency
1919,ds:H01926,Ventricular septal defect
1920,ds:H01927,Van der Woude syndrome
1921,ds:H01928,Smith-Kingsmore syndrome; Macrocephaly-intellectual disability-neurodevelopmental disorder-small thorax syndrome
1922,ds:H01929,"2,4-Dienoyl-CoA reductase deficiency"
1923,ds:H01930,Au-Kline syndrome
1924,ds:H01931,Lethal-type popliteal pterygium syndrome; Bartsocas-Papas syndrome (BPS)
1925,ds:H01932,Ablepharon-macrostomia syndrome
1926,ds:H01933,Porokeratosis
1927,ds:H01934,Barber-Say syndrome
1928,ds:H01935,Familial hypercholanemia
1929,ds:H01936,Hyperbiliverdinemia
1930,ds:H01937,"Multinucleated neurons, anhydramnios, renal dysplasia, cerebellar hypoplasia, and hydranencephaly; Hydranencephaly with renal aplasia-dysplasia"
1931,ds:H01938,Hypermanganesemia with dystonia
1932,ds:H01939,Glycogen storage disease type I; Von Gierke disease
1933,ds:H01940,Glycogen storage disease type II; Pompe disease
1934,ds:H01941,Glycogen storage disease type III; Cori disease; Forbes disease
1935,ds:H01942,Glycogen storage disease type IV; Andersen disease
1936,ds:H01943,Glycogen storage disease type V; McArdle disease
1937,ds:H01944,Glycogen storage disease type VI; Hers disease
1938,ds:H01945,Glycogen storage disease type VII; Tarui disease
1939,ds:H01946,Glycogen storage disease type XI; Lactate dehydrogenase A deficiency
1940,ds:H01947,Fanconi-Bickel syndrome
1941,ds:H01948,Glycogen storage disease type IX; Phosphorylase kinase deficiency
1942,ds:H01949,Glycogen storage disease type 0b; Muscle glycogen synthase deficiency
1943,ds:H01950,Glycogen storage disease type 0a; Liver glycogen synthase deficiency
1944,ds:H01951,Glycogen storage disease type X
1945,ds:H01952,Glycogen storage disease type XII
1946,ds:H01953,Glycogen storage disease type XIII
1947,ds:H01954,Glycogen storage disease type XIV; Congenital disorder of glycosylation type It
1948,ds:H01955,Glycogen storage disease type XV
1949,ds:H01956,Glycogen storage disease of heart
1950,ds:H01957,Fukuyama congenital muscular dystrophy
1951,ds:H01958,Merosin-deficient congenital muscular dystrophy
1952,ds:H01959,Muscular dystrophy-dystroglycanopathy type C
1953,ds:H01960,Muscular dystrophy-dystroglycanopathy type B
1954,ds:H01961,Congenital muscular dystrophy type 1C
1955,ds:H01962,Congenital muscular dystrophy type 1D
1956,ds:H01963,Duchenne muscular dystrophy
1957,ds:H01964,Becker muscular dystrophy
1958,ds:H01965,Miyoshi myopathy
1959,ds:H01966,"Cartilage-hair hypoplasia; Metaphyseal dysplasia, McKusik type"
1960,ds:H01967,Anauxetic dysplasia
1961,ds:H01968,Hyper-IgE syndrome; Job syndrome; Buckley syndrome
1962,ds:H01969,X-linked lymphoproliferative syndrome; Duncan disease
1963,ds:H01970,Lymphoproliferative syndrome
1964,ds:H01971,"IPEX syndrome; Immune dysregulation, polyendocrinopathy, enteropathy, X-linked syndrome"
1965,ds:H01972,Autoimmune polyendocrinopathy syndrome type 1; Autoimmune polyendocrinopathy-candidiasis-ectodermal dystrophy (APECED)
1966,ds:H01973,Fertile eunuch syndrome; Hypogonadotropic hypogonadism-23 without anosmia (HH23)
1967,ds:H01974,Limb-girdle muscular dystrophy 2B
1968,ds:H01975,Welander distal myopathy
1969,ds:H01976,Tibial muscular dystrophy
1970,ds:H01977,"Laing distal myopathy; Myopathy, distal 1 (MPD1)"
1971,ds:H01978,Dehydrated hereditary stomatocytosis; Hereditary xerocytosis
1972,ds:H01979,Overhydrated hereditary stomatocytosis; Hereditary xerocytosis
1973,ds:H01980,SCAD deficiency; Short-chain acyl-CoA dehydrogenase deficiency; ACADS deficiency
1974,ds:H01981,Carnitine palmitoyltransferase I deficiency
1975,ds:H01982,Carnitine palmitoyltransferase II deficiency
1976,ds:H01983,Carnitine-acylcarnitine translocase deficiency
1977,ds:H01984,Leopard syndrome
1978,ds:H01985,Desmoplastic small round cell tumor
1979,ds:H01986,Legius syndrome
1980,ds:H01987,Familial dysautonomia; Riley-Day syndrome; Hereditary sensory and autonomic neuropathy type 3
1981,ds:H01988,Jackson-Weiss syndrome
1982,ds:H01989,Beare-Stevenson syndrome; Beare-Stevenson cutis gyrata syndrome
1983,ds:H01990,Muenke syndrome; Muenke craniosynostosis
1984,ds:H01991,Saethre-Chotzen syndrome
1985,ds:H01992,Craniofrontonasal syndrome; Craniofrontonasal dysplasia
1986,ds:H01993,Baller-Gerold syndrome
1987,ds:H01994,Lafora disease
1988,ds:H01995,"Unverricht-Lundborg disease; Epilepsy, progressive myoclonic 1"
1989,ds:H01996,Pyruvate dehydrogenase phosphatase deficiency
1990,ds:H01997,Pyruvate dehydrogenase E1-alpha deficiency
1991,ds:H01998,Pyruvate dehydrogenase E1-beta deficiency
1992,ds:H01999,Pyruvate dehydrogenase E2 deficiency
1993,ds:H02000,Dihydrolipoamide dehydrogenase deficiency; E3 deficiency; Maple syrup urine disease type III
1994,ds:H02001,Familial pseudohyperkalemia
1995,ds:H02002,Cryohydrocytosis
1996,ds:H02003,Pyruvate dehydrogenase E3-binding protein deficiency; Lacticacidemia due to PDX1 deficiency
1997,ds:H02004,Fumarase deficiency; Fumaric aciduria
1998,ds:H02005,Mitochondrial complex II deficiency; Succinate dehydrogenase deficiency; Succinate CoQ reductase deficiency
1999,ds:H02006,Alpha-ketoglutarate dehydrogenase complex deficiency
2000,ds:H02007,GRACILE syndrome; Fellman syndrome; Finnish lethal neonatal metabolic syndrome
2001,ds:H02008,Galactose-1P uridylyltransferase deficiency; Classic galactosemia; Galactosemia type I
2002,ds:H02009,Galactokinase deficiency; Galactosemia II
2003,ds:H02010,Galactose epimerase deficiency; Galactosemia III
2004,ds:H02011,Familial juvenile hyperuricemic nephropathy
2005,ds:H02012,Medullary cystic kidney disease
