,KeggID,Description
10846,dr:D11313,Atogepant (USAN); Qulipta (TN)
10847,dr:D11314,Difamilast (JAN/USAN); Moizerto (TN)
10848,dr:D11315,Solriamfetol (USAN)
10849,dr:D11316,Lumicitabine (USAN)
10850,dr:D11317,Rodatristat (USAN)
10851,dr:D11318,Rodatristat ethyl (USAN)
10852,dr:D11319,Fimepinostat (USAN/INN)
10853,dr:D11320,Vatinoxan (USAN)
10854,dr:D11321,Vatinoxan hydrochloride (USAN)
10855,dr:D11322,Umbralisib (USAN/INN)
10856,dr:D11323,Umbralisib tosylate (USAN); Ukoniq (TN)
10857,dr:D11324,Camidanlumab (USAN)
10858,dr:D11325,Camidanlumab tesirine (USAN)
10859,dr:D11326,Molibresib (USAN)
10860,dr:D11327,Rovazolac (USAN)
10861,dr:D11328,Solriamfetol hydrochloride (USAN); Sunosi (TN)
10862,dr:D11329,Nacubactam (USAN)
10863,dr:D11330,Voxelotor (USAN); Oxbryta (TN)
10864,dr:D11331,Olendalizumab (USAN); Lendalizumab (USAN)
10865,dr:D11332,Uproleselan (USAN/INN)
10866,dr:D11333,Loncastuximab (USAN)
10867,dr:D11334,Afamelanotide acetate (USAN); Scenesse (TN)
10868,dr:D11335,Tepilamide fumarate (USAN/INN)
10869,dr:D11336,Relacorilant (USAN)
10870,dr:D11337,Glepaglutide (USAN)
10871,dr:D11338,Loncastuximab tesirine (USAN); Loncastuximab tesirine-lpyl; Zynlonta (TN)
10872,dr:D11339,Valziflocept (USAN)
10873,dr:D11340,Rislenemdaz (USAN)
10874,dr:D11341,Brivoligide (USAN)
10875,dr:D11342,Dorzagliatin (USAN)
10876,dr:D11343,Otilimab (USAN); Otilimab (genetical recombination) (JAN)
10877,dr:D11344,Telisotuzumab vedotin (USAN)
10878,dr:D11345,Pavinetant (USAN/INN)
10879,dr:D11346,Ensartinib (USAN)
10880,dr:D11347,Molibresib besylate (USAN)
10881,dr:D11348,Reltecimod sodium (USAN)
10882,dr:D11349,Gefapixant (USAN/INN)
10883,dr:D11350,Relatlimab (USAN)
10884,dr:D11351,Opigolix (USAN/INN)
10885,dr:D11352,Pemetrexed tromethamine (USAN)
10886,dr:D11353,Ripretinib (USAN); Qinlock (TN)
10887,dr:D11354,Nemiralisib succinate (USAN)
10888,dr:D11355,Elezanumab (USAN/INN)
10889,dr:D11356,Ensartinib hydrochloride (USAN)
10890,dr:D11357,Bleselumab (USAN/INN)
10891,dr:D11358,Tagraxofusp (USAN/INN); Tagraxofusp-erzs; Elzonris (TN)
10892,dr:D11359,Dasiglucagon (USAN); Zegalogue (TN)
10893,dr:D11360,Tirzepatide (JAN/USAN)
10894,dr:D11361,Adavosertib (USAN)
10895,dr:D11362,Abivertinib maleate (USAN)
10896,dr:D11363,Reldesemtiv (USAN)
10897,dr:D11364,Adafosbuvir (USAN)
10898,dr:D11365,Tapinarof (USAN)
10899,dr:D11366,Dostarlimab (USAN); Dostarlimab-gxly; Jemperli (TN)
10900,dr:D11367,Pimodivir hydrochloride (USAN); Pimodivir hydrochloride hemihydrate
10901,dr:D11368,Mavelertinib (USAN/INN)
10902,dr:D11369,Rosmantuzumab (USAN)
10903,dr:D11370,Fosnetupitant chloride hydrochloride (JAN/USAN); Arokaris (TN)
10904,dr:D11371,Capivasertib (JAN/USAN)
10905,dr:D11372,Duvortuxizumab (USAN)
10906,dr:D11373,Birtamimab (USAN)
10907,dr:D11374,Arimoclomol (USAN)
10908,dr:D11375,Trastuzumab duocarmazine (USAN/INN)
10909,dr:D11376,Petesicatib (USAN)
10910,dr:D11377,Cobolimab (USAN)
10911,dr:D11378,Edicotinib (USAN)
10912,dr:D11379,Edicotinib hydrochloride (USAN)
10913,dr:D11380,Nirsevimab (USAN); Nirsevimab (genetical recombination) (JAN)
10914,dr:D11381,Gedivumab (USAN)
10915,dr:D11382,"Darunavir, cobicistat, emtricitabine and tenofovir alafenamide; Symtuza (TN)"
10916,dr:D11383,Blarcamesine (USAN)
10917,dr:D11384,Hydromethylthionine mesylate (USAN)
10918,dr:D11385,Inarigivir soproxil (USAN)
10919,dr:D11386,Tisagenlecleucel-T (USAN); Tisagenlecleucel (INN); Kymriah (TN)
10920,dr:D11387,Memantine and donepezil; Namzaric (TN)
10921,dr:D11388,Nebivolol and valsartan; Byvalson (TN)
10922,dr:D11389,Dutasteride and tamsulosin; Jalyn (TN)
10923,dr:D11390,Daunorubicin and cytarabine; Vyxeos (TN)
10924,dr:D11391,Tenofovir disoproxil maleate
10925,dr:D11392,"Efavirenz, lamivudine and tenofovir disoproxil fumarate; Symfi (TN)"
10926,dr:D11393,Rituximab and hyaluronidase; Rituxan hycela (TN)
10927,dr:D11394,Sodium levofolinate; Levoleucovorin disodium; Khapzory (TN)
10928,dr:D11395,Lamivudine and tenofovir disoproxil; Cimduo (TN); Temixys (TN)
10929,dr:D11396,"Doravirine, lamivudine and tenofovir disoproxil; Delstrigo (TN)"
10930,dr:D11397,Darvadstrocel (INN); Alofisel (TN)
10931,dr:D11398,Frovocimab (USAN)
10932,dr:D11399,Leronlimab (USAN/INN)
10933,dr:D11400,Abrocitinib (JAN/USAN); Cibinqo (TN)
10934,dr:D11401,Serdexmethylphenidate chloride (USAN)
10935,dr:D11402,Olacaftor (USAN)
10936,dr:D11403,Asciminib (USAN/INN)
10937,dr:D11404,Asciminib hydrochloride (JAN/USAN); Scemblix (TN)
10938,dr:D11405,Prabotulinumtoxin A (USAN); PrabotulinumtoxinA-xvfs; Jeuveau (TN)
10939,dr:D11406,Risdiplam (JAN/USAN/INN); Evrysdi (TN)
10940,dr:D11407,Cimlanod (USAN)
10941,dr:D11408,Mitapivat sulfate (USAN); Pyrukynd (TN)
10942,dr:D11409,Miransertib (USAN/INN)
10943,dr:D11410,Lifirafenib (USAN/INN)
10944,dr:D11411,Lifirafenib maleate (USAN)
10945,dr:D11412,Linrodostat (USAN)
10946,dr:D11413,Linrodostat mesylate (USAN)
10947,dr:D11414,Troriluzole (USAN)
10948,dr:D11415,Troriluzole hydrochloride (USAN)
10949,dr:D11416,Naxitamab (USAN); Naxitamab-gqgk; Danyelza (TN)
10950,dr:D11417,Pemigatinib (JAN/USAN/INN); Pemazyre (TN)
10951,dr:D11418,Avexitide (USAN)
10952,dr:D11419,Avexitide acetate (USAN)
10953,dr:D11420,Prasinezumab (USAN/INN)
10954,dr:D11421,Tebipenem pivoxil hydrobromide (USAN)
10955,dr:D11422,Zanubrutinib (USAN/INN); Brukinsa (TN)
10956,dr:D11423,Deutivacaftor (USAN/INN)
10957,dr:D11424,Oxycodegol (USAN); Loxicodegol
10958,dr:D11425,Oxycodegol phosphate (USAN)
10959,dr:D11426,Pamiparib (USAN/INN)
10960,dr:D11427,Hydromethylthionine (USAN)
10961,dr:D11428,Vecabrutinib (USAN/INN)
10962,dr:D11429,Olorinab (USAN)
10963,dr:D11430,Nazartinib (USAN/INN)
10964,dr:D11431,Tavapadon (USAN)
10965,dr:D11432,Islatravir (USAN)
10966,dr:D11433,Vopratelimab (USAN/INN)
10967,dr:D11434,Nazartinib mesylate (USAN); Nazartinib mesylate trihydrate
10968,dr:D11435,Nimacimab (USAN)
10969,dr:D11436,Risuteganib (USAN)
10970,dr:D11437,Parsaclisib (USAN/INN)
10971,dr:D11438,Bemcentinib (USAN/INN)
10972,dr:D11439,Lucerastat (JAN/USAN/INN)
10973,dr:D11440,Bimiralisib (USAN/INN)
10974,dr:D11441,Aprocitentan (USAN/INN)
10975,dr:D11442,Nanatinostat (USAN)
10976,dr:D11443,Garetosmab (USAN); Garetosmab (genetical recombination) (JAN)
10977,dr:D11444,Tazemetostat (USAN/INN)
10978,dr:D11445,Vofatamab (USAN)
10979,dr:D11446,Esuberaprost potassium (USAN)
10980,dr:D11447,Arfolitixorin (USAN/INN)
10981,dr:D11448,Elismetrep (USAN/INN)
10982,dr:D11449,Etokimab (USAN)
10983,dr:D11450,Maftivimab (USAN)
10984,dr:D11451,Clascoterone (USAN); Winlevi (TN)
10985,dr:D11452,Tomivosertib (USAN/INN)
10986,dr:D11453,Nirogacestat hydrobromide (USAN)
10987,dr:D11454,Repotrectinib (USAN)
10988,dr:D11455,Lerociclib (USAN)
10989,dr:D11456,Atabecestat (USAN/INN)
10990,dr:D11457,Fenebrutinib (USAN/INN)
10991,dr:D11458,Onvansertib (USAN)
10992,dr:D11459,Onvansertib fumarate (USAN)
10993,dr:D11460,Siponimod (USAN/INN)
10994,dr:D11461,Derazantinib hydrochloride (USAN); Derazantinib dihydrochlororide
10995,dr:D11462,Exebacase (USAN/INN)
10996,dr:D11463,Mosunetuzumab (USAN/INN)
10997,dr:D11464,Miridesap (USAN/INN)
10998,dr:D11465,Triheptanoin (USAN); Dojolvi (TN)
10999,dr:D11466,Gremubamab (USAN)
11000,dr:D11467,Cinpanemab (USAN)
11001,dr:D11468,Atoltivimab (USAN)
11002,dr:D11469,Pepinemab (USAN)
11003,dr:D11470,Imlifidase (USAN/INN); Idefirix (TN)
11004,dr:D11471,Dezamizumab (USAN/INN)
11005,dr:D11472,Remdesivir (JAN/USAN); Veklury (TN)
11006,dr:D11473,Nomacopan (USAN)
11007,dr:D11474,Onvatilimab (USAN/INN)
11008,dr:D11475,Olinciguat (USAN/INN)
11009,dr:D11476,Balovaptan (USAN/INN)
11010,dr:D11477,Pozelimab (USAN)
11011,dr:D11478,Branebrutinib (USAN)
11012,dr:D11479,Mivebresib (USAN/INN)
11013,dr:D11480,Crizanlizumab (USAN/INN); Crizanlizumab-tmca; Adakveo (TN)
11014,dr:D11481,Tomivosertib hydrochloride (USAN)
11015,dr:D11482,Tiragolumab (USAN/INN); Tiragolumab (genetical recombination) (JAN)
11016,dr:D11483,Lesofavumab (USAN/INN)
11017,dr:D11484,Pegcantratinib (USAN/INN)
11018,dr:D11485,Tazemetostat hydrobromide (JAN/USAN); Tazverik (TN)
11019,dr:D11486,Lonapegsomatropin (USAN/INN); Lonapegsomatropin-tcgd; Skytrofa (TN)
11020,dr:D11487,Tislelizumab (USAN/INN)
11021,dr:D11488,Cetrelimab (USAN/INN)
11022,dr:D11489,Cibisatamab (USAN/INN)
11023,dr:D11490,Pitolisant hydrochloride (USAN); Wakix (TN)
11024,dr:D11491,Selicrelumab (USAN/INN)
11025,dr:D11492,Monomethyl fumarate (USAN); Bafiertam (TN)
11026,dr:D11493,Arimoclomol citrate (USAN)
11027,dr:D11494,Lisavanbulin (USAN/INN)
11028,dr:D11495,Belapectin (USAN)
11029,dr:D11496,Obexelimab (USAN)
11030,dr:D11497,Flubrobenguane F18 (USAN)
11031,dr:D11498,Quetmolimab (USAN)
11032,dr:D11499,Eltanexor (USAN/INN)
11033,dr:D11500,Donanemab (USAN)
11034,dr:D11501,Samotolisib (USAN)
11035,dr:D11502,Vecabrutinib succinate (USAN)
11036,dr:D11503,Tomaralimab (USAN)
11037,dr:D11504,Tilsotolimod (USAN/INN)
11038,dr:D11505,Tilsotolimod sodium (USAN)
11039,dr:D11506,Parsaclisib hydrochloride (JAN/USAN)
11040,dr:D11507,Elexacaftor (USAN)
11041,dr:D11508,Miransertib mesylate (USAN)
11042,dr:D11509,Elenbecestat (JAN/USAN)
11043,dr:D11510,Mavorixafor (USAN)
11044,dr:D11511,Duocarmazine (USAN)
11045,dr:D11512,Pegbelfermin (USAN)
11046,dr:D11513,Estetrol (USAN); Estetrol anhydrous
11047,dr:D11514,Estetrol (JAN/USAN); Estetrol hydrous
11048,dr:D11515,Omburtamab (USAN/INN)
11049,dr:D11516,Faricimab (USAN/INN); Faricimab (genetical recombination) (JAN); Faricimab-svoa; Vabysmo (TN)
11050,dr:D11517,Abicipar pegol (USAN/INN); Abicipar pegol (genetical recombination) (JAN)
11051,dr:D11518,Potassium copper chlorophyllin
11052,dr:D11519,Sodium pantothenate
11053,dr:D11520,Ezetimibe and rosuvastatin; Roszet (TN); Rosuzet (TN)
11054,dr:D11521,"Lamivudine, nevirapine and zidovudine"
11055,dr:D11522,Dolutegravir and lamivudine; Dovato (TN)
11056,dr:D11523,Enarodustat (JAN); Enaroy (TN)
11057,dr:D11524,Enfortumab (USAN)
11058,dr:D11525,Enfortumab vedotin (USAN); Enfortumab vedotin (genetical recombination) (JAN); Enfortumab vedotin-ejfv; Padcev (TN)
11059,dr:D11526,Broflanilide (JAN)
11060,dr:D11527,Zolbetuximab (genetical recombination) (JAN)
11061,dr:D11528,Viltolarsen (JAN/USAN); Viltepso (TN)
11062,dr:D11529,Trastuzumab deruxtecan (USAN/INN); Trastuzumab deruxtecan (genetical recombination) (JAN); Fam-trastuzumab deruxtecan-nxki; Enhertu (TN)
11063,dr:D11530,Sutimlimab (USAN/INN); Sutimlimab (genetical recombination) (JAN); Sutimlimab-jome; Enjaymo (TN)
11064,dr:D11531,Narsoplimab (USAN)
11065,dr:D11532,Lodapolimab (USAN)
11066,dr:D11533,Zagotenemab (USAN)
11067,dr:D11534,Odronextamab (USAN)
11068,dr:D11535,Bamocaftor (USAN)
11069,dr:D11536,Bamocaftor potassium (USAN)
11070,dr:D11537,Brepocitinib (USAN)
11071,dr:D11538,Brepocitinib tosylate (USAN)
11072,dr:D11539,Linerixibat (JAN/USAN)
11073,dr:D11540,Razuprotafib (USAN)
11074,dr:D11541,Sitravatinib malate (USAN)
11075,dr:D11542,Elamipretide hydrochloride (USAN)
11076,dr:D11543,Technetium Tc99m tilmanocept (USAN); Lymphoseek (TN)
11077,dr:D11544,Ibrexafungerp (USAN)
11078,dr:D11545,Ibrexafungerp citrate (USAN); Brexafemme (TN)
11079,dr:D11546,Amylopectin (USAN)
11080,dr:D11547,Ciforadenant (USAN)
11081,dr:D11548,Tropifexor (USAN)
11082,dr:D11549,Blarcamesine hydrochloride (USAN)
11083,dr:D11550,Bimekizumab (USAN/INN); Bimekizumab (genetical recombination) (JAN); Bimzelx (TN)
11084,dr:D11551,Valemetostat
11085,dr:D11552,"Polyethylene Glycol 3350, sodium sulfate, sodium chloride, potassium chloride, sodium ascorbate and ascorbic acid; Moviprep (TN); Plenvu (TN)"
11086,dr:D11553,Lidocaine and tetracaine; Pliaglis (TN); Synera (TN)
11087,dr:D11554,Oxymetazoline and tetracaine; Kovanaze (TN)
11088,dr:D11555,Calcium levofolinate hydrate (JP18); Levoleucovorin calcium pentahydrate; Calcium levofolinate pentahydrate
11089,dr:D11556,Idecabtagene vicleucel (USAN); Abecma (TN)
11090,dr:D11557,Tecovirimat monohydrate; Tpoxx (TN)
11091,dr:D11558,Netarsudil and latanoprost; Rocklatan (TN); Roclanda (TN)
11092,dr:D11559,Onasemnogene abeparvovec (USAN/INN); Onasemnogene abeparvovec-xioi; Zolgensma (TN)
11093,dr:D11560,Trastuzumab and hyaluronidase; Trastuzumab and hyaluronidase-oysk; Herceptin hylecta (TN)
11094,dr:D11561,Butalbital and acetaminophen; Allzital (TN); Bupap (TN); Butapap (TN); Tencon (TN)
11095,dr:D11562,Freeze-dried recombinant herpes zoster vaccine (prepared from Chinese hamster ovary cells); Shingrix (TN)
11096,dr:D11563,Abaloparatide acetate (JAN)
11097,dr:D11564,Upacicalcet sodium hydrate (JAN); Upasita (TN)
11098,dr:D11565,Grazoprevir (USAN/INN); Grazoprevir anhydrous
11099,dr:D11566,Lorcaserin hydrochloride hemihydrate; Belviq (TN)
11100,dr:D11567,Insulin degludec and liraglutide; Xultophy (TN)
11101,dr:D11568,Edoxaban tosylate (USAN)
11102,dr:D11569,Bupivacaine and epinephrine; Vivacaine (TN); Marcaine (TN)
11103,dr:D11570,Risedronate sodium monohydrate
11104,dr:D11571,Cefdinir monohydrate; Cefdinir (TN)
11105,dr:D11572,Beclomethasone dipropionate monohydrate; Beconase aq (TN)
11106,dr:D11573,Oxycodone and ibuprofen
11107,dr:D11574,Probenecid and colchicine; Col-probenecid (TN)
11108,dr:D11575,Ibuprofen and famotidine; Duexis (TN)
11109,dr:D11576,Naproxen and esomeprazole magnesium; Vimovo (TN)
11110,dr:D11577,Sumatriptan and naproxen sodium; Treximet (TN)
11111,dr:D11578,Rifampin and isoniazid
11112,dr:D11579,Fenofibric acid; Fibricor (TN)
11113,dr:D11580,Perindopril arginine
11114,dr:D11581,Perindopril and amlodipine; Prestalia (TN)
11115,dr:D11582,Ciprofloxacin hydrochloride and hydrocortisone; Cipro hc (TN)
11116,dr:D11583,Difenoxin hydrochloride
11117,dr:D11584,"Budesonide, glycopyrronium bromide and formoterol fumarate; Budesonide, glycopyrrolate and formoterol fumarate; Breztri (TN)"
11118,dr:D11585,Terazosin hydrochloride anhydrous
11119,dr:D11586,Carisoprodol and aspirin
11120,dr:D11587,"Carisoprodol, aspirin and codeine phosphate"
11121,dr:D11588,Lorecivivint (USAN/INN); Adavivint
11122,dr:D11589,Infigratinib (USAN/INN)
11123,dr:D11590,Soticlestat (USAN)
11124,dr:D11591,Durlobactam (USAN/INN)
11125,dr:D11592,Durlobactam sodium (USAN)
11126,dr:D11593,Etigilimab (USAN/INN)
11127,dr:D11594,Belantamab (USAN/INN)
11128,dr:D11595,Belantamab mafodotin (USAN); Belantamab mafodotin (genetical recombination) (JAN); Belantamab mafodotin-blmf; Blenrep (TN)
11129,dr:D11596,Lanraplenib (USAN/INN)
11130,dr:D11597,Ravagalimab (USAN/INN)
11131,dr:D11598,Romilkimab (USAN/INN)
11132,dr:D11599,Zotiraciclib (USAN)
11133,dr:D11600,Zotiraciclib citrate (USAN)
11134,dr:D11601,Tafasitamab (USAN/INN); Tafasitamab-cxix; Monjuvi (TN); Minjuvi (TN)
11135,dr:D11602,Resmetirom (USAN/INN)
11136,dr:D11603,Leriglitazone (USAN/INN); 1-Hydroxypioglitazone
11137,dr:D11604,Leriglitazone hydrochloride (USAN)
11138,dr:D11605,Spartalizumab (USAN/INN); Spartalizumab (genetical recombination) (JAN)
11139,dr:D11606,Racemetyrosine (USAN); Racemetirosine
11140,dr:D11607,Efinopegdutide (USAN/INN)
11141,dr:D11608,Linzagolix (USAN/INN)
11142,dr:D11609,Linzagolix choline (USAN)
11143,dr:D11610,Iscalimab (USAN/INN)
11144,dr:D11611,Infigratinib phosphate (USAN); Truseltiq (TN)
11145,dr:D11612,Efavaleukin alfa (USAN/INN)
11146,dr:D11613,Pegcetacoplan (USAN/INN); Empaveli (TN)
11147,dr:D11614,Volagidemab (USAN)
11148,dr:D11615,Aspirin and dipyridamole; Aggrenox (TN)
11149,dr:D11616,Aspirin and omeprazole; Yosprala (TN)
11150,dr:D11617,Eletriptan hydrobromide monohydrate
11151,dr:D11618,Moxifloxacin hydrochloride monohydrate
11152,dr:D11619,Desvenlafaxine succinate anhydrous; Desvenlafaxine succinate (TN)
11153,dr:D11620,Naloxone hydrochloride dihydrate
11154,dr:D11621,"Imipenem, cilastatin and relebactam; Relebactam hydrate, imipenem hydrate and cilastatin sodium; Recarbrio (TN)"
11155,dr:D11622,Amphetamine aspartate monohydrate
11156,dr:D11623,Dextroamphetamine saccharate
11157,dr:D11624,"Amphetamine aspartate, amphetamine sulfate, dextroamphetamine saccharate and dextroamphetamine sulfate; Adderall (TN); Mydayis (TN)"
11158,dr:D11625,Hydroxyamphetamine hydrobromide and tropicamide; Paremyd (TN)
11159,dr:D11626,Guanidine hydrochloride; Guanidine hydrochloride (TN)
11160,dr:D11627,Acyclovir and hydrochortisone; Xerese (TN)
11161,dr:D11628,Benzhydrocodone and acetaminophen; Apadaz (TN)
11162,dr:D11629,Bremelanotide acetate (USAN); Vyleesi (TN)
11163,dr:D11630,Aminophylline dihydrate
11164,dr:D11631,Lefamulin (USAN/INN)
11165,dr:D11632,Lefamulin acetate (USAN); Xenleta (TN)
11166,dr:D11633,Venglustat (USAN/INN)
11167,dr:D11634,Venglustat malate (USAN)
11168,dr:D11635,Tasipimidine (USAN/INN)
11169,dr:D11636,Tasipimidine sulfate (USAN)
11170,dr:D11637,Relmapirazin (USAN/INN)
11171,dr:D11638,Lanraplenib succinate (USAN)
11172,dr:D11639,Foslinanib (USAN/INN)
11173,dr:D11640,Firsocostat (USAN/INN)
11174,dr:D11641,Danicopan (JAN/USAN/INN)
11175,dr:D11642,Dilpacimab (USAN/INN)
11176,dr:D11643,Budigalimab (USAN/INN)
11177,dr:D11644,Lurbinectedin (USAN/INN); Zepzelca (TN)
11178,dr:D11645,Fluorescein sodium and benoxinate hydrochloride; Altafluor benox (TN)
11179,dr:D11646,Benzoyl peroxide and erythromycin; Aktipak (TN)
11180,dr:D11647,"Brompheniramine, pseudoephedrine and dextromethorphan; Bromfed (TN)"
11181,dr:D11648,Volanesorsen (USAN/INN); Waylivra (TN)
11182,dr:D11649,Trientine tetrahydrochloride; Cuprior (TN)
11183,dr:D11650,Volanesorsen sodium (USAN); Waylivra (TN)
11184,dr:D11651,Edotreotide gallium Ga-68; Ga 68 Dotatoc (TN)
11185,dr:D11652,Tenapanor (USAN/INN)
11186,dr:D11653,Tenapanor hydrochloride (JAN/USAN); Ibsrela (TN)
11187,dr:D11654,Ethinylestradiol and segesterone; Annovera (TN)
11188,dr:D11655,Ethinylestradiol and etonogestrel; Nuvaring (TN); Eluryng (TN)
11189,dr:D11656,Azelastine hydrochloride and fluticasone propionate; Dymista (TN)
11190,dr:D11657,Hydrocortisone acetate and pramoxine hydrochloride; Hydrocortisone acetate and pramocaine hydrochloride; Pramosone (TN)
11191,dr:D11658,Duvelisib hydrate (JAN); Copiktra (TN)
11192,dr:D11659,Tolvaptan sodium phosphate (JAN); Samtasu (TN)
11193,dr:D11660,Redasemtide trifluoroacetate (JAN)
11194,dr:D11661,Bendamustine hydrochloride hydrate (JAN); Bendamustine hydrochloride monohydrate; Treakisym (TN)
11195,dr:D11662,Valemetostat tosilate (JAN); Valemetostat tosylate
11196,dr:D11663,Onatasertib (USAN)
11197,dr:D11664,Clazosentan (USAN/INN)
11198,dr:D11665,Exicorilant (USAN/INN)
11199,dr:D11666,Nipocalimab (USAN)
11200,dr:D11667,Miricorilant (USAN/INN)
11201,dr:D11668,Mosedipimod (USAN/INN)
11202,dr:D11669,Bempegaldesleukin (USAN/INN)
11203,dr:D11670,Morphine sulfate and naltrexone hydrochloride; Embeda (TN)
11204,dr:D11671,Elacestrant (USAN/INN)
11205,dr:D11672,Elacestrant hydrochloride (USAN)
11206,dr:D11673,Berotralstat (USAN)
11207,dr:D11674,Berotralstat hydrochloride (JAN/USAN); Orladeyo (TN)
11208,dr:D11675,Mirdametinib (USAN)
11209,dr:D11676,Gusacitinib (USAN/INN)
11210,dr:D11677,Gusacitinib hydrochloride (USAN)
11211,dr:D11678,Lecanemab (USAN); Lecanemab (genetical recombination) (JAN)
11212,dr:D11679,Cedazuridine (USAN/INN)
11213,dr:D11680,Genistein (USAN)
11214,dr:D11681,Avanbulin (USAN/INN)
11215,dr:D11682,Nesolicaftor (USAN)
11216,dr:D11683,Posenacaftor (USAN)
11217,dr:D11684,Verdiperstat (USAN/INN)
11218,dr:D11685,Pegunigalsidase alfa (USAN/INN)
11219,dr:D11686,Plamotamab (USAN/INN)
11220,dr:D11687,Semorinemab (USAN/INN)
11221,dr:D11688,Ampreloxetine (USAN/INN)
11222,dr:D11689,Ampreloxetine hydrochloride (USAN)
11223,dr:D11690,Umibecestat (USAN/INN)
11224,dr:D11691,Tirbanibulin (USAN/INN); Klisyri (TN)
11225,dr:D11692,Tirbanibulin mesylate (USAN)
11226,dr:D11693,Gefapixant citrate (JAN/USAN); Lyfnua (TN)
11227,dr:D11694,Fosmanogepix (USAN/INN)
11228,dr:D11695,Pegzilarginase (USAN/INN)
11229,dr:D11696,Crovalimab (USAN/INN); Crovalimab (genetical recombination) (JAN)
11230,dr:D11697,Vipivotide tetraxetan (USAN/INN)
11231,dr:D11698,Cyclopentolate hydrochloride and phenylephrine hydrochloride; Cyclomydril (TN)
11232,dr:D11699,Sulfacetamide sodium and prednisolone
11233,dr:D11700,"Elexacaftor, ivacaftor and tezacaftor; Trikafta (TN); Kaftrio (TN)"
11234,dr:D11701,Luspatercept (USAN/INN); Luspatercept-aamt; Reblozyl (TN)
11235,dr:D11702,Givosiran (USAN/INN)
11236,dr:D11703,Opinercept (INN)
11237,dr:D11704,Patent blue V
11238,dr:D11705,Amlodipine and celecoxib; Consensi (TN)
11239,dr:D11706,Omeprazole and sodium bicarbonate; Zegerid (TN)
11240,dr:D11707,Golodirsen (USAN/INN); Vyondys 53 (TN)
11241,dr:D11708,Givosiran sodium (JAN); Givlaari (TN)
11242,dr:D11709,Ascrinvacumab (USAN/INN)
11243,dr:D11710,Phentermine and topiramate; Qsymia (TN)
11244,dr:D11711,"Dapagliflozin, metformin and saxagliptin; Qternmet xr (TN)"
11245,dr:D11712,Pralsetinib (USAN/INN); Gavreto (TN)
11246,dr:D11713,Selpercatinib (JAN/USAN/INN); Retevmo (TN)
11247,dr:D11714,Vocacapsaicin (USAN)
11248,dr:D11715,Vocacapsaicin hydrochloride (USAN)
11249,dr:D11716,Odevixibat (USAN); Bylvay (TN)
11250,dr:D11717,Tepotinib (USAN/INN)
11251,dr:D11718,Taniborbactam (USAN/INN)
11252,dr:D11719,Taniborbactam hydrochloride (USAN)
11253,dr:D11720,Acalabrutinib maleate (USAN)
11254,dr:D11721,Rovafovir etalafenamide (USAN)
11255,dr:D11722,Rovafovir etalafenamide citrate (USAN)
11256,dr:D11723,Levamlodipine maleate (USAN); Conjupri (TN)
11257,dr:D11724,Galicaftor (USAN/INN)
11258,dr:D11725,Futibatinib (JAN/USAN/INN)
11259,dr:D11726,Zoliflodacin (USAN/INN)
11260,dr:D11727,Voxtalisib (USAN/INN)
11261,dr:D11728,Tradipitant (USAN/INN)
11262,dr:D11729,Nerinetide (USAN/INN)
11263,dr:D11730,Nerinetide acetate (USAN)
11264,dr:D11731,Nerinetide hydrochloride (USAN)
11265,dr:D11732,Dubermatinib (USAN/INN)
11266,dr:D11733,Dubermatinib tartrate (USAN)
11267,dr:D11734,Aldafermin (USAN/INN)
11268,dr:D11735,Fanotaprim (USAN)
11269,dr:D11736,Rintodestrant (USAN)
11270,dr:D11737,Fisogatinib (USAN/INN)
11271,dr:D11738,Telaglenastat (USAN/INN)
11272,dr:D11739,Telaglenastat hydrochloride (USAN)
11273,dr:D11740,Roducitabine (USAN)
11274,dr:D11741,Lazucirnon (USAN)
11275,dr:D11742,Lazucirnon hydrochloride (USAN)
11276,dr:D11743,Ensifentrine (USAN/INN)
11277,dr:D11744,Avalglucosidase alfa (USAN/INN); Avalglucosidase alfa (genetical recombination) (JAN); Avalglucosidase alfa-ngpt; Nexviazyme (TN)
11278,dr:D11745,Cantharidin (USAN)
11279,dr:D11746,Eftozanermin alfa (USAN/INN)
11280,dr:D11747,Inbakicept (USAN/INN)
11281,dr:D11748,Avacincaptad pegol sodium (USAN)
11282,dr:D11749,Cinhyaluronate sodium (USAN/INN)
11283,dr:D11750,Duligotuzumab (USAN)
11284,dr:D11751,Dusquetide (USAN/INN)
11285,dr:D11752,Enoblituzumab (USAN/INN)
11286,dr:D11753,Evinacumab (USAN/INN); Evinacumab (genetical recombination) (JAN); Evinacumab-dgnb; Evkeeza (TN)
11287,dr:D11754,Filanesib (USAN/INN)
11288,dr:D11755,Filanesib hydrochloride (USAN)
11289,dr:D11756,Fletikumab (USAN/INN)
11290,dr:D11757,Inebilizumab (USAN/INN); Inebilizumab (genetical recombination) (JAN); Inebilizumab-cdon; Uplizna (TN)
11291,dr:D11758,Ipafricept (USAN/INN)
11292,dr:D11759,Isunakinra (USAN/INN)
11293,dr:D11760,Lexanopadol (USAN/INN)
11294,dr:D11761,Ligelizumab (USAN/INN); Ligelizumab (genetical recombination) (JAN)
11295,dr:D11762,Lucitanib (USAN/INN)
11296,dr:D11763,Merestinib (USAN/INN)
11297,dr:D11764,Necuparanib (USAN/INN)
11298,dr:D11765,Necuparanib sodium (USAN)
